120	60
5497
399	109	27	8
400	69	26	14
401	14	42	14
402	35	40	19
403	37	42	16
404	90	32	17
405	21	49	5
406	107	27	6
407	84	14	4
409	110	35	5
410	56	32	17
412	14	43	3
413	79	17	4
416	116	25	2
417	74	43	16
418	81	32	2
419	19	34	12
420	97	34	5
422	41	13	1
423	101	45	12
426	72	51	3
431	76	41	16
432	80	31	15
433	79	38	5
434	22	41	14
436	27	6	6
437	97	48	11
438	111	33	9
439	101	24	2
442	94	30	3
445	85	23	14
451	93	41	17
452	90	43	8
454	79	35	6
455	40	29	4
456	100	19	16
459	76	37	16
460	49	40	6
462	61	15	13
467	6	29	5
468	85	27	2
470	33	30	16
473	36	27	15
475	68	49	1
479	103	31	15
480	3	1	1
481	43	12	2
482	75	48	11
483	8	25	3
486	7	43	3
488	105	10	10
489	51	13	7
490	53	34	13
491	39	54	4
492	100	13	9
494	72	46	4
496	69	17	15
498	87	46	14
500	57	36	4
501	18	10	9
507	76	1	1
509	52	37	4
511	31	15	6
512	25	25	10
514	60	30	15
516	90	44	16
518	105	35	6
521	43	49	8
522	99	41	7
523	42	52	3
524	77	11	9
525	66	29	6
526	102	43	16
527	12	11	1
529	100	46	2
530	74	37	7
532	57	23	6
533	73	11	6
534	53	32	4
535	23	24	9
537	107	17	12
539	88	39	11
540	20	11	10
542	17	9	7
543	18	12	11
545	54	31	7
548	87	52	1
550	23	33	17
552	105	21	4
555	41	2	1
558	55	40	14
561	27	25	5
563	77	23	2
566	106	11	6
568	9	54	3
569	52	25	6
570	36	7	3
572	102	17	16
573	76	31	15
576	84	40	5
579	59	42	17
580	42	35	9
581	57	41	5
583	97	18	10
584	106	10	6
586	62	32	10
588	87	57	3
590	24	53	2
592	34	27	10
594	110	42	8
596	71	22	3
597	64	43	2
599	75	14	12
601	61	39	8
602	74	12	4
605	56	18	17
606	35	33	10
609	55	52	5
612	40	32	8
615	83	18	12
616	96	46	11
619	66	49	2
621	88	32	12
623	108	48	1
624	101	24	10
626	6	34	3
630	43	35	11
633	31	33	11
637	84	30	17
638	87	33	16
639	8	25	8
641	20	32	15
645	22	41	8
646	22	12	4
647	117	29	1
648	98	25	7
650	69	36	19
651	91	26	5
654	9	39	1
656	71	37	18
657	43	29	15
658	51	22	8
659	108	13	8
662	7	34	6
663	54	7	1
664	44	21	19
666	60	19	13
669	17	38	7
670	75	47	4
672	95	33	19
675	84	46	4
676	76	11	8
677	114	3	3
680	80	32	12
681	17	48	4
682	74	19	19
685	60	39	6
686	69	30	3
687	33	42	9
688	87	46	6
691	37	15	14
692	105	18	2
694	26	13	1
695	10	37	4
696	62	20	11
698	110	31	4
699	79	43	5
706	74	36	6
707	21	20	8
710	98	39	5
712	65	53	3
713	57	29	8
714	42	48	8
715	48	29	7
716	103	11	4
717	65	26	20
719	87	28	17
721	24	48	11
724	32	20	7
725	41	38	2
727	25	48	1
728	92	43	17
729	48	16	13
730	93	14	7
731	94	27	7
732	76	48	7
737	27	35	10
739	96	22	20
740	58	54	5
742	94	18	12
744	14	46	13
746	111	33	4
747	89	24	14
748	41	6	3
749	88	33	18
750	75	17	16
751	6	21	4
752	27	37	4
754	91	36	15
755	108	11	8
756	88	18	7
760	101	24	4
761	81	23	8
762	54	25	6
766	48	42	12
768	101	41	12
769	23	15	11
773	38	35	20
777	92	20	15
780	53	40	18
782	50	30	4
783	89	26	13
784	88	29	20
785	16	16	15
789	84	27	4
791	74	7	5
792	46	15	13
793	33	50	9
794	73	6	1
796	58	53	5
797	98	15	3
798	82	12	12
799	81	26	4
800	28	13	13
802	16	50	3
804	20	27	12
806	22	16	8
807	63	15	7
808	80	18	1
811	69	36	1
813	43	42	9
814	9	23	9
815	100	52	3
816	88	21	6
818	61	24	18
821	23	41	2
823	39	7	7
824	116	6	4
826	76	49	4
827	93	30	16
829	98	21	14
830	38	11	5
832	83	32	11
833	31	32	5
835	23	9	9
836	11	16	11
837	103	34	6
838	88	18	14
840	37	26	11
842	54	25	2
844	21	46	1
849	69	45	15
850	56	26	15
853	89	21	4
855	55	35	12
858	97	21	12
860	48	38	5
861	45	14	4
862	30	55	4
864	33	34	11
866	63	45	7
868	85	22	18
870	37	11	10
872	65	38	19
874	53	22	5
875	16	44	9
876	38	16	11
881	15	22	13
882	4	19	3
883	57	21	17
887	16	15	14
888	32	39	15
889	46	36	13
890	15	10	1
892	43	24	5
893	117	12	1
894	86	36	18
897	105	39	2
898	62	25	7
899	25	36	6
900	96	19	13
903	49	25	19
905	49	22	11
908	94	8	7
909	45	40	16
910	62	19	2
912	106	53	7
913	33	26	8
914	26	23	4
915	17	30	2
917	45	12	7
920	47	31	17
924	57	11	7
925	37	27	3
927	96	42	12
932	94	38	2
936	61	12	7
938	15	26	9
940	74	39	16
941	65	40	16
942	28	21	7
943	70	37	7
945	33	30	8
947	15	22	1
948	39	36	5
949	41	53	6
950	57	2	1
951	44	42	10
952	111	51	4
953	106	48	11
954	60	38	16
957	110	51	1
959	37	39	6
960	88	54	4
961	88	28	19
962	33	3	2
963	109	18	8
964	1	51	1
966	8	26	2
968	104	32	14
969	58	39	15
970	55	19	11
974	66	51	6
975	31	28	19
976	20	22	2
977	93	38	13
978	24	35	18
979	94	53	1
980	11	26	8
981	105	15	2
983	71	44	7
989	86	29	2
990	104	11	5
992	59	37	18
996	102	8	8
998	110	19	5
1000	21	21	15
1003	75	29	11
1006	73	49	1
1007	31	19	17
1009	55	19	18
1011	72	17	13
1012	46	40	10
1013	101	25	14
1014	66	20	10
1015	74	25	1
1016	88	19	7
1017	82	7	7
1019	22	22	10
1020	113	26	1
1021	45	27	4
1022	14	33	8
1023	80	24	18
1025	109	54	2
1027	12	16	8
1028	37	50	3
1031	27	6	2
1032	114	39	3
1033	75	33	2
1035	93	43	16
1037	12	45	9
1038	81	33	16
1040	63	24	5
1042	97	18	2
1047	52	20	13
1048	64	43	9
1052	63	8	2
1055	41	24	17
1059	60	29	2
1064	30	39	7
1066	66	4	1
1067	83	12	11
1068	37	16	12
1069	99	49	11
1071	67	49	7
1075	96	41	1
1076	85	26	13
1077	37	19	4
1079	90	24	4
1080	15	31	7
1082	88	22	20
1083	38	12	7
1088	39	45	6
1089	47	56	1
1091	95	33	17
1092	38	57	3
1094	51	37	14
1095	85	35	19
1099	53	47	1
1102	23	15	4
1103	112	48	8
1104	73	33	8
1105	104	45	4
1106	92	7	6
1110	43	34	3
1111	95	7	7
1112	38	33	18
1114	114	37	5
1115	14	26	4
1116	66	14	9
1120	49	44	13
1121	96	49	10
1122	41	45	14
1123	74	34	1
1125	106	13	4
1126	62	17	15
1127	38	24	17
1128	77	18	5
1129	51	25	3
1130	15	28	11
1131	18	31	5
1132	63	32	9
1133	24	45	7
1137	70	36	15
1140	20	50	1
1144	31	44	1
1145	18	9	4
1146	83	36	3
1147	52	21	19
1148	67	32	18
1151	55	29	3
1152	57	23	14
1153	10	45	2
1154	19	5	5
1156	62	41	16
1158	48	17	4
1159	88	39	17
1160	46	52	5
1161	58	28	14
1163	1	59	1
1165	5	37	5
1167	23	26	9
1168	84	26	16
1169	97	48	11
1170	48	13	4
1171	21	32	2
1172	103	40	16
1173	37	46	1
1175	61	33	10
1176	21	6	1
1177	45	6	3
1180	44	22	16
1183	50	44	10
1184	54	46	8
1186	29	6	2
1188	37	27	16
1189	86	21	12
1190	89	11	7
1191	60	51	7
1194	35	30	9
1195	92	31	8
1199	64	50	10
1200	13	41	7
1201	85	38	1
1203	69	8	4
1205	60	10	6
1206	64	42	9
1207	67	54	4
1209	31	32	1
1211	98	34	3
1212	83	29	10
1213	17	28	3
1215	51	48	4
1216	113	58	1
1218	52	23	18
1221	38	30	20
1222	33	34	6
1224	65	32	2
1225	98	56	1
1226	66	38	12
1227	107	20	10
1229	51	31	5
1231	65	21	5
1233	56	52	5
1236	51	28	14
1237	32	27	13
1241	22	34	5
1244	81	42	10
1245	93	53	7
1246	76	31	11
1247	22	37	7
1249	70	17	9
1250	105	13	6
1252	77	27	12
1256	92	29	7
1260	4	35	2
1261	91	5	4
1262	9	21	2
1263	34	25	5
1265	111	35	6
1266	53	49	2
1267	38	16	15
1270	90	20	11
1272	62	17	5
1273	96	29	11
1277	106	31	12
1280	58	15	14
1281	99	57	2
1285	97	46	4
1286	92	33	16
1288	27	42	18
1289	9	40	3
1290	78	43	1
1291	117	23	1
1293	93	26	14
1294	104	36	5
1296	75	27	2
1297	19	35	7
1299	66	20	19
1300	83	33	9
1302	84	32	7
1303	23	35	6
1305	112	6	2
1307	61	50	1
1309	16	49	10
1310	66	37	5
1311	17	13	1
1312	91	34	1
1316	29	29	15
1317	45	48	7
1318	99	10	8
1319	66	18	12
1321	61	39	18
1324	63	31	14
1327	39	28	3
1328	63	2	2
1329	58	37	19
1331	92	29	2
1332	69	18	17
1333	46	38	8
1336	34	46	3
1339	86	43	12
1340	27	19	19
1341	83	23	8
1342	31	7	2
1343	24	5	3
1347	11	41	1
1348	17	29	5
1351	93	36	2
1352	110	4	1
1356	39	24	2
1358	33	29	8
1359	75	27	14
1360	118	21	1
1362	80	10	5
1365	30	25	16
1366	85	14	14
1373	58	46	13
1377	67	54	5
1378	72	42	11
1381	40	24	4
1382	74	36	19
1383	24	36	7
1384	33	41	8
1385	109	52	6
1388	17	37	15
1390	11	48	11
1391	102	24	11
1392	61	12	12
1393	58	28	11
1395	86	42	11
1396	56	45	10
1400	51	25	8
1401	40	44	9
1405	88	29	15
1406	58	17	9
1409	65	22	6
1411	60	16	11
1412	15	12	3
1413	81	29	19
1414	40	46	13
1416	31	11	2
1419	81	25	6
1421	16	29	8
1423	40	56	3
1426	78	37	4
1427	4	17	4
1428	88	45	5
1430	44	35	9
1431	108	29	4
1432	85	17	13
1437	46	11	4
1438	68	31	8
1439	100	38	16
1443	46	51	9
1444	67	13	12
1445	109	41	5
1447	98	24	9
1450	15	45	3
1451	34	34	18
1452	66	12	2
1453	52	42	1
1455	105	42	8
1457	96	11	3
1462	72	43	7
1463	11	12	11
1464	83	19	5
1465	58	31	10
1467	89	43	3
1468	79	36	13
1471	87	43	8
1472	67	41	17
1474	108	31	2
1475	41	27	7
1476	37	29	1
1477	106	41	14
1478	44	26	14
1479	69	38	3
1480	51	32	7
1483	32	42	5
1484	44	8	6
1485	4	31	3
1486	50	29	11
1487	18	20	8
1491	62	26	13
1492	73	26	1
1493	47	39	9
1494	57	20	14
1496	101	44	7
1497	41	45	1
1498	64	34	15
1502	48	34	9
1503	42	25	19
1504	38	24	8
1507	101	20	10
1510	113	56	2
1512	30	3	3
1513	21	8	6
1515	1	49	1
1516	38	4	1
1517	68	16	15
1518	109	45	3
1519	45	45	11
1524	84	34	20
1525	40	26	13
1526	12	44	8
1527	10	16	1
1531	80	25	13
1532	38	30	15
1534	34	5	4
1535	32	29	16
1537	92	45	4
1538	59	54	6
1539	100	37	3
1540	37	46	11
1541	15	15	2
1543	30	25	8
1544	59	18	1
1547	95	33	13
1548	49	2	1
1550	19	31	15
1551	65	46	8
1552	108	31	5
1553	81	5	2
1554	34	46	9
1555	20	6	4
1556	22	35	17
1559	27	55	2
1564	35	24	15
1565	103	47	10
1566	41	28	20
1568	31	43	15
1571	101	19	2
1572	28	28	6
1573	80	27	17
1574	14	41	6
1575	74	30	13
1576	3	47	1
1577	41	31	15
1581	100	33	15
1582	40	38	2
1583	94	42	7
1586	15	54	2
1587	114	29	5
1591	68	30	18
1593	61	38	11
1595	27	8	2
1596	11	53	7
1598	74	12	2
1600	65	37	14
1601	62	47	1
1604	40	45	5
1605	97	39	12
1608	57	38	6
1612	20	16	4
1615	85	38	12
1616	77	45	2
1620	85	28	14
1621	50	28	4
1622	63	26	8
1624	112	53	6
1626	43	34	16
1627	55	24	14
1629	18	26	12
1632	25	46	2
1635	77	23	15
1636	85	36	19
1639	31	54	3
1640	97	19	6
1641	8	3	2
1642	45	9	9
1643	76	52	5
1644	80	28	16
1646	76	27	14
1647	81	13	6
1652	55	15	7
1653	17	50	1
1657	31	7	7
1658	61	53	3
1659	50	13	12
1660	105	33	4
1662	63	24	20
1664	32	54	3
1665	48	55	1
1666	103	21	12
1667	71	46	14
1668	49	45	4
1669	66	5	5
1670	34	43	13
1673	84	27	13
1675	47	22	15
1677	67	50	10
1678	90	23	13
1679	29	44	14
1680	96	50	3
1681	15	28	4
1682	59	41	7
1683	10	48	4
1684	6	37	3
1687	92	42	13
1692	85	26	4
1698	102	18	5
1701	85	37	6
1704	92	48	7
1707	38	21	20
1708	37	16	7
1709	25	56	3
1711	92	18	18
1712	103	22	4
1715	74	23	9
1717	66	32	6
1721	96	34	12
1723	27	45	7
1725	46	50	1
1728	15	6	6
1733	24	25	19
1735	34	19	3
1737	92	22	7
1741	116	27	3
1742	58	30	14
1743	61	45	3
1745	85	16	10
1746	42	41	8
1748	48	37	8
1749	45	29	12
1753	92	12	4
1754	88	25	16
1756	26	20	11
1758	92	42	14
1759	22	24	19
1762	111	33	8
1763	72	57	2
1767	30	31	14
1768	65	38	2
1769	31	33	5
1770	91	40	20
1771	106	13	1
1773	52	25	13
1774	101	22	4
1775	48	33	17
1776	99	17	5
1778	76	49	5
1779	88	30	7
1781	53	46	14
1783	24	37	1
1786	44	27	7
1788	102	15	8
1791	27	13	1
1793	47	20	3
1795	86	18	8
1796	14	28	1
1797	49	36	2
1799	15	46	8
1802	31	39	10
1805	10	49	2
1806	15	22	10
1808	23	33	12
1809	39	16	14
1811	87	10	1
1821	51	14	11
1822	63	24	3
1823	70	25	9
1827	67	16	16
1829	97	23	15
1830	72	24	8
1832	101	39	19
1840	32	33	1
1841	42	14	11
1842	29	13	5
1844	111	15	8
1845	6	17	3
1849	79	31	10
1850	43	21	5
1851	111	22	7
1854	86	21	11
1856	91	20	3
1857	54	23	11
1858	35	10	5
1859	14	40	4
1861	62	20	20
1864	80	37	17
1866	30	22	2
1867	5	25	2
1868	44	35	5
1871	110	11	5
1874	34	38	5
1875	35	11	1
1877	99	7	7
1879	28	42	14
1883	96	14	1
1884	101	18	15
1885	49	24	11
1886	79	18	15
1887	42	20	3
1888	111	57	3
1889	22	18	11
1893	68	34	12
1894	75	39	5
1896	66	47	13
1897	88	20	10
1901	85	13	6
1902	26	34	20
1905	53	24	19
1909	107	7	7
1910	41	24	6
1911	44	20	2
1913	73	50	10
1914	54	31	12
1916	8	27	6
1917	78	27	8
1918	78	54	3
1920	103	30	14
1923	75	25	12
1926	29	22	15
1928	49	33	9
1932	48	41	3
1933	114	26	4
1938	18	43	5
1940	22	42	5
1941	82	22	8
1942	27	41	1
1943	62	47	13
1944	48	28	6
1945	40	20	10
1947	40	40	12
1950	10	24	6
1951	44	42	9
1954	13	49	3
1955	34	46	4
1956	56	21	6
1958	86	39	7
1960	31	47	1
1961	30	48	3
1962	111	27	7
1963	53	24	7
1964	60	6	6
1965	42	28	13
1966	37	24	6
1967	85	50	9
1968	21	34	13
1969	46	21	14
1970	113	30	7
1972	68	21	15
1974	61	47	12
1975	38	51	2
1978	72	46	10
1980	87	12	9
1981	11	25	8
1982	38	8	8
1983	70	22	4
1985	101	45	8
1989	13	27	5
1991	59	40	1
1993	58	39	3
1995	87	56	2
1996	94	12	3
1997	37	9	4
1998	32	39	17
1999	12	10	4
2002	23	36	11
2003	115	7	5
2007	116	27	3
2009	76	11	4
2010	79	44	14
2011	28	31	4
2013	79	24	20
2015	21	11	4
2016	6	42	4
2018	25	11	2
2019	37	11	11
2021	32	15	11
2022	100	7	5
2026	58	11	6
2028	24	41	11
2031	115	15	1
2032	32	24	10
2033	68	12	2
2035	97	58	1
2038	15	48	11
2039	39	33	11
2040	21	23	4
2043	53	16	9
2044	4	23	2
2045	53	16	6
2047	33	48	6
2048	94	11	11
2049	38	32	14
2051	41	17	8
2052	62	30	7
2056	47	20	20
2057	3	22	3
2058	81	45	6
2059	95	9	3
2060	73	36	3
2061	68	18	16
2063	68	38	10
2065	67	8	3
2066	57	20	10
2067	91	32	20
2068	99	38	11
2069	96	30	4
2070	63	38	2
2071	79	28	20
2073	76	12	1
2075	83	49	10
2077	62	45	11
2079	24	22	3
2080	39	54	4
2082	47	32	20
2083	22	25	13
2084	27	23	11
2085	33	38	15
2090	80	26	9
2091	49	18	5
2093	112	20	5
2094	50	38	4
2095	83	38	15
2096	37	26	7
2097	89	25	13
2099	111	9	6
2101	107	30	1
2103	59	20	4
2105	35	16	7
2108	88	17	1
2109	67	49	1
2111	44	56	1
2112	86	14	8
2113	29	36	6
2114	17	23	8
2118	33	16	1
2119	42	47	9
2123	45	40	14
2125	50	38	10
2127	87	22	9
2128	87	21	18
2129	16	21	4
2130	16	32	8
2133	52	8	3
2136	31	24	9
2141	57	42	8
2144	44	11	3
2147	101	59	1
2148	78	30	15
2151	76	22	16
2152	73	13	8
2155	101	31	3
2156	59	10	10
2157	70	12	8
2160	99	34	14
2161	43	9	4
2163	105	47	11
2164	22	11	5
2165	100	11	2
2166	39	54	1
2167	112	43	3
2168	67	41	1
2170	52	11	3
2172	110	14	6
2173	97	40	15
2174	95	33	8
2175	27	4	2
2176	112	29	5
2178	37	25	12
2179	89	27	19
2180	83	5	2
2181	101	32	10
2184	50	42	9
2185	91	24	10
2187	91	29	9
2188	90	16	7
2189	21	18	15
2190	87	39	6
2191	26	52	4
2195	17	33	11
2196	105	11	5
2197	26	47	2
2199	18	45	10
2201	59	17	8
2202	97	43	9
2205	40	51	3
2208	27	18	8
2209	50	10	6
2210	23	53	5
2211	29	34	17
2212	80	43	11
2213	64	35	18
2214	46	23	17
2216	97	24	12
2222	76	44	14
2223	84	43	15
2224	83	38	13
2225	40	26	3
2227	39	38	4
2229	57	54	1
2231	28	16	5
2232	51	47	5
2233	54	20	3
2235	32	35	8
2236	22	4	4
2238	56	23	6
2239	50	22	4
2240	19	13	11
2241	107	45	3
2242	12	35	5
2243	55	26	11
2245	70	18	16
2246	76	40	11
2247	22	21	19
2248	31	19	1
2249	74	39	9
2250	37	11	10
2253	25	22	4
2254	91	49	1
2257	66	18	18
2258	53	53	1
2259	55	55	4
2260	99	19	7
2262	103	41	4
2263	82	44	11
2265	98	39	2
2266	21	26	15
2267	74	1	1
2275	40	29	1
2277	61	54	1
2279	71	13	13
2280	92	31	16
2282	76	31	7
2284	82	48	6
2287	91	15	10
2288	47	17	15
2289	102	50	5
2291	18	32	3
2293	13	21	1
2294	93	51	8
2296	108	12	7
2299	9	55	4
2300	105	28	3
2301	98	39	11
2303	58	36	15
2304	34	23	18
2307	49	25	7
2308	88	33	14
2309	84	27	8
2310	47	18	2
2311	9	38	2
2316	12	12	12
2318	38	33	7
2319	94	6	5
2320	116	35	1
2324	42	49	9
2326	95	20	10
2327	60	36	18
2329	71	18	11
2330	35	52	3
2331	31	20	9
2332	67	20	14
2334	100	43	4
2335	100	7	4
2336	15	14	7
2338	11	21	10
2340	23	40	13
2341	75	32	8
2343	77	25	16
2347	63	18	17
2350	53	22	16
2351	26	11	2
2352	100	20	18
2354	41	32	10
2355	37	34	4
2356	69	14	14
2358	105	17	11
2359	80	30	4
2361	75	22	6
2362	13	12	8
2364	70	16	15
2365	89	31	13
2366	83	36	16
2367	98	47	5
2369	58	25	1
2370	92	40	2
2373	31	16	7
2375	73	12	3
2376	110	7	7
2377	108	50	2
2378	40	38	4
2379	38	21	7
2382	78	13	13
2387	52	13	2
2390	10	43	8
2392	95	35	17
2397	12	20	10
2398	27	17	4
2399	43	16	13
2400	87	43	13
2401	40	18	8
2402	54	42	5
2403	49	55	2
2405	66	37	10
2406	95	19	11
2407	70	28	19
2409	17	22	5
2413	85	22	1
2417	86	38	4
2418	94	29	5
2419	51	37	6
2420	80	49	11
2422	19	19	19
2424	96	19	12
2426	57	54	5
2427	78	28	10
2429	53	33	14
2430	79	41	2
2432	71	50	1
2436	46	17	6
2439	82	20	6
2440	106	52	6
2441	73	38	6
2445	40	5	4
2446	103	4	2
2448	75	27	4
2450	31	26	5
2452	19	37	1
2453	19	28	19
2455	89	4	1
2458	35	37	3
2460	51	27	5
2461	57	2	1
2462	119	17	1
2464	94	19	9
2466	49	8	2
2467	38	42	4
2469	41	57	2
2471	69	38	9
2473	39	37	8
2474	33	39	18
2476	21	11	7
2479	101	35	15
2480	24	8	4
2481	62	19	19
2482	33	28	11
2483	46	11	8
2485	8	8	3
2486	66	36	4
2487	11	35	4
2488	99	7	6
2489	62	55	2
2490	93	28	12
2492	26	28	13
2493	106	16	7
2494	66	47	8
2496	80	3	3
2498	115	18	5
2500	37	46	6
2502	95	37	12
2503	86	48	6
2505	4	12	1
2508	49	35	15
2511	33	33	7
2512	12	10	4
2513	35	36	1
2515	56	32	14
2516	5	12	4
2518	89	33	18
2519	3	57	3
2520	79	46	3
2521	46	32	14
2522	88	33	2
2523	50	19	15
2525	89	47	5
2526	115	33	3
2527	45	36	11
2529	79	15	15
2530	64	40	5
2532	98	31	1
2533	64	28	8
2535	53	33	8
2537	104	31	8
2538	66	24	2
2539	64	17	5
2540	27	13	10
2541	54	29	10
2542	88	42	6
2547	78	31	7
2548	11	19	8
2549	93	51	3
2556	67	38	19
2557	21	17	11
2559	13	50	8
2561	83	24	17
2563	27	15	7
2564	13	46	6
2565	65	12	3
2567	21	42	7
2568	38	20	18
2569	19	28	15
2570	90	26	2
2571	38	25	12
2573	27	47	4
2575	110	16	6
2577	91	33	14
2580	97	29	14
2581	73	39	8
2582	85	36	10
2584	33	34	13
2585	16	39	8
2586	34	38	14
2587	34	13	9
2588	36	39	5
2591	32	53	7
2593	88	22	19
2595	80	26	16
2597	57	26	3
2598	73	11	1
2599	54	39	6
2602	25	16	7
2604	111	27	4
2606	44	10	7
2608	15	20	15
2609	14	36	10
2610	81	35	6
2612	66	50	8
2613	52	22	14
2614	70	18	7
2615	62	16	15
2618	98	29	14
2621	27	27	10
2625	89	42	2
2626	82	35	18
2627	108	52	2
2630	98	40	8
2633	11	35	3
2634	12	11	2
2637	97	23	8
2638	98	7	6
2641	61	40	16
2642	41	30	9
2643	113	30	2
2645	73	23	16
2649	26	46	1
2650	54	32	15
2655	54	41	15
2657	97	22	4
2659	79	26	16
2662	75	20	18
2664	24	59	1
2666	24	41	5
2667	87	27	14
2669	29	40	3
2670	24	23	10
2671	8	5	4
2674	106	14	9
2676	98	7	6
2678	56	9	2
2679	22	22	14
2680	34	27	20
2681	85	54	5
2682	63	8	2
2684	42	29	5
2685	69	15	15
2687	62	34	6
2689	61	30	9
2690	95	21	17
2691	35	30	20
2693	10	47	6
2694	76	27	3
2695	54	47	8
2697	78	31	14
2698	26	5	1
2699	25	24	12
2702	61	44	15
2703	73	24	5
2704	20	27	15
2706	17	38	8
2708	103	18	16
2709	76	45	10
2710	114	38	6
2711	99	30	15
2712	28	13	1
2714	57	40	10
2715	79	48	3
2716	100	39	4
2718	86	35	8
2724	85	48	1
2726	24	22	14
2731	46	15	8
2735	34	16	13
2736	96	16	2
2737	43	23	16
2739	96	14	12
2742	93	44	4
2743	97	20	2
2744	32	33	17
2746	12	35	10
2749	19	27	8
2750	6	21	6
2751	88	30	11
2752	13	6	2
2753	18	22	8
2755	30	26	16
2757	30	27	19
2758	71	32	15
2759	112	18	5
2761	70	38	5
2762	103	27	9
2765	38	44	7
2766	82	17	11
2768	26	41	18
2769	20	31	16
2770	73	32	16
2776	18	22	5
2777	10	2	2
2780	27	24	8
2783	60	28	12
2785	60	47	12
2788	71	17	6
2791	25	31	20
2792	28	20	12
2793	89	58	1
2795	54	31	18
2797	69	38	20
2800	97	14	4
2802	26	16	2
2803	115	5	3
2804	56	34	11
2806	51	5	1
2807	89	27	12
2808	110	1	1
2809	80	45	14
2810	14	27	12
2811	93	34	18
2816	42	5	2
2817	75	34	13
2826	109	43	8
2828	16	46	14
2831	39	46	2
2832	8	28	5
2835	51	34	13
2837	101	8	5
2838	95	16	10
2839	37	28	14
2840	37	33	2
2842	48	10	8
2843	22	21	9
2845	70	39	2
2848	103	34	8
2849	109	43	2
2850	71	46	5
2852	45	43	5
2853	42	37	6
2854	51	19	11
2857	35	35	8
2858	13	55	4
2861	50	39	16
2863	12	40	7
2865	90	34	18
2866	94	25	1
2871	95	27	7
2872	57	39	19
2873	110	58	1
2874	65	38	15
2876	38	19	17
2877	41	14	3
2879	64	21	4
2881	111	56	3
2882	60	21	14
2885	92	27	12
